Date,Value
1957-01-20,-0.807556
1957-01-21,-0.290311
1957-01-22,-0.419402
1957-01-23,-0.985569
1957-01-24,-1.42244
1957-01-25,-2.14567
1957-01-26,-2.87944
1957-01-27,-2.99929
1957-01-28,-2.74324
1957-01-29,-2.30023
1957-01-30,-1.32289
1957-01-31,-1.36661
1957-02-01,-2.19122
1957-02-02,-2.25746
1957-02-03,-1.65797
1957-02-04,-1.11197
1957-02-05,-1.39548
1957-02-06,-1.00218
1957-02-07,-0.744376
1957-02-08,0.520747
1957-02-09,1.41799
1957-02-10,2.26532
1957-02-11,2.22296
1957-02-12,1.68913
1957-02-13,1.87922
1957-02-14,1.33563
1957-02-15,0.0327066
1957-02-16,-0.645618
1957-02-17,-1.67884
1957-02-18,-2.94462
1957-02-19,-4.11497
1957-02-20,-4.72252
1957-02-21,-4.23349
1957-02-22,-3.11385
1957-02-23,-1.61742
1957-02-24,1.1129
1957-02-25,2.207
1957-02-26,2.30514
1957-02-27,1.75027
1957-02-28,0.275922
1957-03-01,-0.160837
1957-03-02,-0.520109
1957-03-03,-0.729806
1957-03-04,-0.839903
1957-03-05,-0.957791
1957-03-06,-0.568739
1957-03-07,-0.108088
1957-03-08,0.0613726
1957-03-09,0.992673
1957-03-10,1.74061
1957-03-11,1.60505
1957-03-12,1.16922
1957-03-13,0.617782
1957-03-14,-0.126583
1957-03-15,-0.879713
1957-03-16,-0.795583
1957-03-17,-0.428635
1957-03-18,0.194706
1957-03-19,-0.0139491
1957-03-20,-0.12028
1957-03-21,0.134204
1957-03-22,-0.0789936
1957-03-23,0.0568527
1957-03-24,0.769092
1957-03-25,0.306723
1957-03-26,-0.424566
1957-03-27,-0.915768
1957-03-28,-1.25123
1957-03-29,-1.11992
1957-03-30,-0.666465
1957-03-31,-0.233191
1957-04-01,0.0119749
1957-04-02,0.210455
1957-04-03,-0.145958
1957-04-04,-0.527201
1957-04-05,-0.826013
1957-04-06,-0.789972
1957-04-07,-0.874956
1957-04-08,-1.5436
1957-04-09,-1.79187
1957-04-10,-1.48191
1957-04-11,-1.62181
1957-04-12,-2.06746
1957-04-13,-1.42886
1957-04-14,-0.654187
1957-04-15,-0.14303
1957-04-16,-0.577246
1957-04-17,-1.06957
1957-04-18,-0.461005
1957-04-19,0.0301263
1957-04-20,0.0127717
1957-04-21,0.87728
1957-04-22,1.25148
1957-04-23,0.780318
1957-04-24,0.619144
1957-04-25,0.647746
1957-04-26,0.908311
1957-04-27,1.24883
1957-04-28,0.955256
1957-04-29,0.481226
1957-04-30,0.0750174
1957-05-01,-0.0887038
1957-05-02,0.0664211
1957-05-03,-0.091643
1957-05-04,-0.550056
1957-05-05,-1.1317
1957-05-06,-1.93434
1957-05-07,-2.35063
1957-05-08,-2.28474
1957-05-09,-1.58606
1957-05-10,-0.937979
1957-05-11,-0.601424
1957-05-12,-0.32253
1957-05-13,-0.0689431
1957-05-14,0.166707
1957-05-15,0.105834
1957-05-16,0.228777
1957-05-17,0.541051
1957-05-18,0.608786
1957-05-19,0.515468
1957-05-20,0.27611
1957-05-21,-0.0215301
1957-05-22,-0.353493
1957-05-23,-0.457509
1957-05-24,-0.226021
1957-05-25,0.139532
1957-05-26,0.436094
1957-05-27,0.415864
1957-05-28,0.0398236
1957-05-29,-0.496518
1957-05-30,-1.28369
1957-05-31,-1.52216
1957-06-01,-1.45361
1957-06-02,-1.49218
1957-06-03,-1.70793
1957-06-04,-1.9583
1957-06-05,-1.93392
1957-06-06,-1.4955
1957-06-07,-1.24154
1957-06-08,-0.847794
1957-06-09,-0.562859
1957-06-10,-0.232551
1957-06-11,0.527254
1957-06-12,1.0583
1957-06-13,1.04125
1957-06-14,0.651536
1957-06-15,0.307705
1957-06-16,-0.110174
1957-06-17,-0.247791
1957-06-18,-0.209776
1957-06-19,-0.119885
1957-06-20,0.0551258
1957-06-21,0.262748
1957-06-22,0.495849
1957-06-23,0.7711
1957-06-24,0.584466
1957-06-25,0.185709
1957-06-26,0.511629
1957-06-27,0.702601
1957-06-28,0.425602
1957-06-29,-0.030182
1957-06-30,-0.233359
1957-07-01,-0.158199
1957-07-02,-0.0224615
1957-07-03,0.328483
1957-07-04,0.5593
1957-07-05,0.597197
1957-07-06,0.511427
1957-07-07,0.33866
1957-07-08,0.3485
1957-07-09,0.381038
1957-07-10,-0.209031
1957-07-11,-0.383727
1957-07-12,-0.0987169
1957-07-13,0.12226
1957-07-14,0.45437
1957-07-15,0.568905
1957-07-16,0.050628
1957-07-17,-0.391963
1957-07-18,-0.305182
1957-07-19,-0.0181204
1957-07-20,0.037531
1957-07-21,0.532475
1957-07-22,1.09951
1957-07-23,1.34862
1957-07-24,1.18431
1957-07-25,1.01435
1957-07-26,1.109
1957-07-27,0.934241
1957-07-28,0.533644
1957-07-29,0.0947034
1957-07-30,-0.209049
1957-07-31,-0.292564
1957-08-01,-0.267149
1957-08-02,-0.208867
1957-08-03,-0.298452
1957-08-04,-0.100989
1957-08-05,0.542323
1957-08-06,0.868719
1957-08-07,0.284629
1957-08-08,-0.658686
1957-08-09,-0.984325
1957-08-10,-0.74425
1957-08-11,-0.434569
1957-08-12,-0.212709
1957-08-13,-0.25228
1957-08-14,-0.743413
1957-08-15,-1.46926
1957-08-16,-1.43901
1957-08-17,-0.981873
1957-08-18,-0.340944
1957-08-19,0.158304
1957-08-20,0.159785
1957-08-21,-0.0354119
1957-08-22,-0.33971
1957-08-23,-0.603793
1957-08-24,-0.833102
1957-08-25,-1.08261
1957-08-26,-1.00694
1957-08-27,-0.889881
1957-08-28,-0.481289
1957-08-29,-0.21287
1957-08-30,0.0273516
1957-08-31,0.289626
1957-09-01,0.385179
1957-09-02,-0.215621
1957-09-03,-0.353546
1957-09-04,-0.329496
1957-09-05,-0.0532087
1957-09-06,0.809575
1957-09-07,0.547999
1957-09-08,-0.245453
1957-09-09,-0.890615
1957-09-10,-1.23734
1957-09-11,-1.46423
1957-09-12,-1.26455
1957-09-13,-0.67296
1957-09-14,-1.1898
1957-09-15,-1.53076
1957-09-16,-1.53509
1957-09-17,-1.40926
1957-09-18,-1.22305
1957-09-19,-0.938359
1957-09-20,-0.994209
1957-09-21,-0.800596
1957-09-22,-0.646703
1957-09-23,-0.755846
1957-09-24,-0.598483
1957-09-25,-0.0576221
1957-09-26,0.0698972
1957-09-27,0.266308
1957-09-28,0.704616
1957-09-29,0.430017
1957-09-30,0.326575
1957-10-01,0.573489
1957-10-02,-0.0641846
1957-10-03,-0.550416
1957-10-04,-1.6762
1957-10-05,-2.47813
1957-10-06,-2.57499
1957-10-07,-2.84262
1957-10-08,-2.66588
1957-10-09,-1.80378
1957-10-10,-0.796432
1957-10-11,0.0926584
1957-10-12,0.770927
1957-10-13,0.726424
1957-10-14,0.334557
1957-10-15,-0.150244
1957-10-16,-0.557426
1957-10-17,-1.11388
1957-10-18,-1.93784
1957-10-19,-2.32722
1957-10-20,-2.63846
1957-10-21,-2.57717
1957-10-22,-2.70967
1957-10-23,-2.5731
1957-10-24,-1.94943
1957-10-25,-1.06128
1957-10-26,-0.838747
1957-10-27,-0.744557
1957-10-28,-0.428215
1957-10-29,0.336433
1957-10-30,0.505696
1957-10-31,-0.0471963
1957-11-01,-0.777825
1957-11-02,-1.1323
1957-11-03,-1.33317
1957-11-04,-0.912088
1957-11-05,-0.727738
1957-11-06,-1.26178
1957-11-07,-1.6286
1957-11-08,-0.977593
1957-11-09,-0.124173
1957-11-10,0.295894
1957-11-11,0.42198
1957-11-12,0.505733
1957-11-13,0.687867
1957-11-14,0.515677
1957-11-15,0.0581555
1957-11-16,-0.1423
1957-11-17,0.573853
1957-11-18,0.381989
1957-11-19,-0.684197
1957-11-20,-1.09121
1957-11-21,-0.903264
1957-11-22,-0.24331
1957-11-23,-0.870033
1957-11-24,-0.615013
1957-11-25,0.0891142
1957-11-26,-0.0122968
1957-11-27,0.591704
1957-11-28,0.185538
1957-11-29,-0.00479329
1957-11-30,0.188881
1957-12-01,-0.0252928
1957-12-02,0.33572
1957-12-03,0.582925
1957-12-04,0.478211
1957-12-05,1.05999
1957-12-06,1.63266
1957-12-07,1.1403
1957-12-08,0.472278
1957-12-09,-0.814511
1957-12-10,-1.41217
1957-12-11,-0.883141
1957-12-12,-0.610106
1957-12-13,-0.356014
1957-12-14,0.154535
1957-12-15,-0.00660195
1957-12-16,0.355463
1957-12-17,1.62511
1957-12-18,2.45829
1957-12-19,2.78488
1957-12-20,2.71811
1957-12-21,2.40342
1957-12-22,2.56578
1957-12-23,2.64751
1957-12-24,2.91099
1957-12-25,2.43452
1957-12-26,2.81063
1957-12-27,2.98961
1957-12-28,2.69137
1957-12-29,1.73629
1957-12-30,0.826291
1957-12-31,0.0725236
1958-01-01,-0.0682592
1958-01-02,0.274868
1958-01-03,0.428982
1958-01-04,0.378488
1958-01-05,-0.147829
1958-01-06,-0.441794
1958-01-07,0.471719
1958-01-08,0.730729
1958-01-09,0.161398
1958-01-10,0.21072
1958-01-11,0.392157
1958-01-12,0.409202
1958-01-13,0.953542
1958-01-14,1.2373
1958-01-15,1.01702
1958-01-16,0.894174
1958-01-17,0.497782
1958-01-18,-0.0511246
1958-01-19,0.0452632
1958-01-20,0.434891
1958-01-21,0.650338
1958-01-22,0.531933
1958-01-23,1.12389
1958-01-24,0.850022
1958-01-25,0.640904
1958-01-26,0.373564
1958-01-27,0.305543
1958-01-28,0.266743
1958-01-29,0.368101
1958-01-30,0.285876
1958-01-31,-0.57653
1958-02-01,-1.82796
1958-02-02,-2.08952
1958-02-03,-1.89242
1958-02-04,-2.1189
1958-02-05,-2.2438
1958-02-06,-2.00694
1958-02-07,-1.23215
1958-02-08,-0.374165
1958-02-09,0.358984
1958-02-10,0.537209
1958-02-11,-0.263605
1958-02-12,-0.11795
1958-02-13,-0.0925328
1958-02-14,-0.460663
1958-02-15,-0.308805
1958-02-16,-0.463386
1958-02-17,-0.81193
1958-02-18,-0.762492
1958-02-19,-0.532703
1958-02-20,-0.342153
1958-02-21,-0.18691
1958-02-22,0.289575
1958-02-23,0.0893871
1958-02-24,0.357379
1958-02-25,1.32064
1958-02-26,1.44617
1958-02-27,0.768376
1958-02-28,0.287254
1958-03-01,0.0362151
1958-03-02,-1.10434
1958-03-03,-1.45475
1958-03-04,-0.655612
1958-03-05,-0.313308
1958-03-06,0.410551
1958-03-07,0.250864
1958-03-08,-0.177027
1958-03-09,-0.247987
1958-03-10,-0.589024
1958-03-11,-1.74641
1958-03-12,-2.31572
1958-03-13,-3.0431
1958-03-14,-3.06801
1958-03-15,-2.63551
1958-03-16,-2.02421
1958-03-17,-1.76615
1958-03-18,-1.70208
1958-03-19,-1.73665
1958-03-20,-1.42048
1958-03-21,-1.13969
1958-03-22,-0.833122
1958-03-23,-0.617237
1958-03-24,-0.56767
1958-03-25,-0.634028
1958-03-26,-0.684677
1958-03-27,-0.75494
1958-03-28,-0.528082
1958-03-29,-0.595158
1958-03-30,-0.140356
1958-03-31,0.875687
1958-04-01,0.959957
1958-04-02,0.63517
1958-04-03,-0.172978
1958-04-04,-0.23648
1958-04-05,-0.733127
1958-04-06,-0.894786
1958-04-07,-0.350157
1958-04-08,-0.169862
1958-04-09,-0.246047
1958-04-10,0.0675745
1958-04-11,0.0839896
1958-04-12,0.406967
1958-04-13,0.795446
1958-04-14,1.62361
1958-04-15,1.88411
1958-04-16,1.5311
1958-04-17,1.14992
1958-04-18,1.38655
1958-04-19,1.06048
1958-04-20,0.582728
1958-04-21,-0.103848
1958-04-22,-0.862862
1958-04-23,-1.19871
1958-04-24,-1.37891
1958-04-25,-1.8301
1958-04-26,-2.45465
1958-04-27,-2.60149
1958-04-28,-2.6337
1958-04-29,-1.92911
1958-04-30,-1.34777
1958-05-01,-0.80334
1958-05-02,-0.0102832
1958-05-03,0.65083
1958-05-04,0.973753
1958-05-05,0.96327
1958-05-06,0.681109
1958-05-07,0.732959
1958-05-08,1.37932
1958-05-09,1.51057
1958-05-10,1.00936
1958-05-11,0.685348
1958-05-12,0.955138
1958-05-13,0.78059
1958-05-14,0.355558
1958-05-15,0.389919
1958-05-16,0.0111024
1958-05-17,-0.478225
1958-05-18,-0.816302
1958-05-19,-0.793133
1958-05-20,-1.05378
1958-05-21,-1.06054
1958-05-22,-0.907252
1958-05-23,-0.838394
1958-05-24,-0.552508
1958-05-25,-0.838772
1958-05-26,-0.813482
1958-05-27,-0.727316
1958-05-28,-0.854425
1958-05-29,-0.821457
1958-05-30,-0.932739
1958-05-31,-0.969829
1958-06-01,-0.913565
1958-06-02,-0.763882
1958-06-03,-0.868724
1958-06-04,-1.38887
1958-06-05,-1.94384
1958-06-06,-2.09821
1958-06-07,-1.62501
1958-06-08,-0.794196
1958-06-09,-0.254221
1958-06-10,-0.368587
1958-06-11,-0.480911
1958-06-12,0.0218179
1958-06-13,0.369628
1958-06-14,0.273136
1958-06-15,-0.231046
1958-06-16,-0.483555
1958-06-17,-0.807079
1958-06-18,-1.22754
1958-06-19,-1.39876
1958-06-20,-1.07266
1958-06-21,-0.15084
1958-06-22,-0.0386139
1958-06-23,-0.0122268
1958-06-24,0.0525383
1958-06-25,-0.140183
1958-06-26,-0.275254
1958-06-27,-0.162212
1958-06-28,-0.0655405
1958-06-29,-0.305828
1958-06-30,-0.348229
1958-07-01,-0.295698
1958-07-02,-0.548621
1958-07-03,-1.02483
1958-07-04,-1.2434
1958-07-05,-0.98067
1958-07-06,-0.788106
1958-07-07,-0.627801
1958-07-08,-0.320774
1958-07-09,-0.156454
1958-07-10,0.00439054
1958-07-11,0.166594
1958-07-12,0.152325
1958-07-13,-0.333542
1958-07-14,-0.115825
1958-07-15,0.1862
1958-07-16,0.333947
1958-07-17,0.306577
1958-07-18,0.632115
1958-07-19,0.885214
1958-07-20,0.904147
1958-07-21,0.656958
1958-07-22,0.159184
1958-07-23,0.254901
1958-07-24,0.455077
1958-07-25,0.255921
1958-07-26,-0.298681
1958-07-27,-0.417495
1958-07-28,-0.181742
1958-07-29,0.26659
1958-07-30,0.957868
1958-07-31,1.07552
1958-08-01,0.751055
1958-08-02,0.847757
1958-08-03,1.26465
1958-08-04,1.22454
1958-08-05,1.09792
1958-08-06,1.1394
1958-08-07,0.778205
1958-08-08,0.267654
1958-08-09,0.414321
1958-08-10,0.363453
1958-08-11,-0.0426418
1958-08-12,0.366981
1958-08-13,1.08642
1958-08-14,1.31888
1958-08-15,1.30023
1958-08-16,1.28384
1958-08-17,0.742801
1958-08-18,0.287222
1958-08-19,0.228084
1958-08-20,-0.297072
1958-08-21,-0.602459
1958-08-22,-0.550001
1958-08-23,-0.299783
1958-08-24,0.205265
1958-08-25,0.363642
1958-08-26,0.300332
1958-08-27,0.295089
1958-08-28,0.738239
1958-08-29,0.894545
1958-08-30,0.773568
1958-08-31,0.664521
1958-09-01,0.591436
1958-09-02,0.529456
1958-09-03,0.949662
1958-09-04,0.897705
1958-09-05,0.427827
1958-09-06,0.217771
1958-09-07,0.271145
1958-09-08,-0.175605
1958-09-09,-0.319825
1958-09-10,-0.46477
1958-09-11,-0.324503
1958-09-12,0.142124
1958-09-13,0.538707
1958-09-14,0.45233
1958-09-15,0.436477
1958-09-16,0.653686
1958-09-17,0.882134
1958-09-18,1.01459
1958-09-19,1.57522
1958-09-20,1.99479
1958-09-21,1.95338
1958-09-22,1.44497
1958-09-23,1.36931
1958-09-24,1.64748
1958-09-25,1.37029
1958-09-26,0.500721
1958-09-27,0.249599
1958-09-28,-0.165522
1958-09-29,-0.697237
1958-09-30,-0.371506
1958-10-01,-0.246811
1958-10-02,0.106137
1958-10-03,0.302044
1958-10-04,0.617073
1958-10-05,1.31239
1958-10-06,1.4037
1958-10-07,1.1775
1958-10-08,0.525225
1958-10-09,0.0403099
1958-10-10,0.158799
1958-10-11,0.754684
1958-10-12,1.23927
1958-10-13,0.210984
1958-10-14,-0.679563
1958-10-15,-0.781183
1958-10-16,-0.669317
1958-10-17,0.289101
1958-10-18,1.60394
1958-10-19,2.03875
1958-10-20,1.34226
1958-10-21,0.68011
1958-10-22,0.286566
1958-10-23,0.226846
1958-10-24,-0.563344
1958-10-25,-0.538747
1958-10-26,-0.483624
1958-10-27,-0.584308
1958-10-28,-0.417955
1958-10-29,0.374257
1958-10-30,0.0656841
1958-10-31,0.898744
1958-11-01,1.19648
1958-11-02,1.49931
1958-11-03,1.08813
1958-11-04,0.535545
1958-11-05,0.614724
1958-11-06,1.47537
1958-11-07,1.50433
1958-11-08,1.59216
1958-11-09,1.04339
1958-11-10,1.3901
1958-11-11,1.44459
1958-11-12,1.25115
1958-11-13,0.927747
1958-11-14,-0.142538
1958-11-15,-0.859812
1958-11-16,0.186705
1958-11-17,1.56664
1958-11-18,1.84521
1958-11-19,1.62762
1958-11-20,0.700355
1958-11-21,-0.321754
1958-11-22,-0.622408
1958-11-23,-0.746894
1958-11-24,-1.13605
1958-11-25,-1.70064
1958-11-26,-2.01602
1958-11-27,-1.70636
1958-11-28,-0.925892
1958-11-29,-0.953405
1958-11-30,-0.579507
1958-12-01,0.130209
1958-12-02,0.199752
1958-12-03,-0.711146
1958-12-04,-2.38767
1958-12-05,-2.62488
1958-12-06,-1.97602
1958-12-07,-1.77826
1958-12-08,-1.42826
1958-12-09,-0.335211
1958-12-10,0.115431
1958-12-11,-0.350396
1958-12-12,-0.771222
1958-12-13,-1.30318
1958-12-14,-1.38411
1958-12-15,-0.118375
1958-12-16,0.640807
1958-12-17,0.326187
1958-12-18,0.184252
1958-12-19,-0.427617
1958-12-20,-0.122842
1958-12-21,0.622379
1958-12-22,0.497658
1958-12-23,0.570623
1958-12-24,0.803556
1958-12-25,0.434148
1958-12-26,0.188153
1958-12-27,0.603096
1958-12-28,1.25126
1958-12-29,1.34143
1958-12-30,0.612802
1958-12-31,0.306567
1959-01-01,-1.04246
1959-01-02,-1.50044
1959-01-03,-0.628493
1959-01-04,0.010756
1959-01-05,0.997784
1959-01-06,1.72806
1959-01-07,0.777924
1959-01-08,-0.243491
1959-01-09,-0.129935
1959-01-10,-0.383551
1959-01-11,-0.262842
1959-01-12,-0.0769045
1959-01-13,0.172104
1959-01-14,-0.473654
1959-01-15,-0.0605485
1959-01-16,0.327536
1959-01-17,-0.413975
1959-01-18,-0.8832
1959-01-19,-1.49719
1959-01-20,-1.38229
1959-01-21,-0.303753
1959-01-22,-0.374482
1959-01-23,0.301423
1959-01-24,0.808046
1959-01-25,0.534763
1959-01-26,0.715943
1959-01-27,0.77739
1959-01-28,0.233462
1959-01-29,0.0448814
1959-01-30,-0.259068
1959-01-31,-0.960579
1959-02-01,-0.821327
1959-02-02,-0.885778
1959-02-03,-0.510484
1959-02-04,-0.483859
1959-02-05,0.093112
1959-02-06,-0.647739
1959-02-07,-1.05174
1959-02-08,-0.212623
1959-02-09,0.116161
1959-02-10,-0.3893
1959-02-11,0.625777
1959-02-12,1.13939
1959-02-13,-0.401307
1959-02-14,-1.58388
1959-02-15,-2.33873
1959-02-16,-2.15954
1959-02-17,-1.58321
1959-02-18,-0.760944
1959-02-19,-0.348207
1959-02-20,-0.303528
1959-02-21,0.173471
1959-02-22,0.578849
1959-02-23,0.796265
1959-02-24,0.642093
1959-02-25,0.902529
1959-02-26,1.459
1959-02-27,1.67573
1959-02-28,2.12101
1959-03-01,1.89199
1959-03-02,1.66637
1959-03-03,1.50187
1959-03-04,0.741962
1959-03-05,1.13366
1959-03-06,1.2672
1959-03-07,1.66368
1959-03-08,1.5016
1959-03-09,1.05828
1959-03-10,0.700095
1959-03-11,1.26184
1959-03-12,1.63443
1959-03-13,1.41586
1959-03-14,1.30912
1959-03-15,0.92391
1959-03-16,1.33034
1959-03-17,1.83766
1959-03-18,2.04356
1959-03-19,1.6103
1959-03-20,1.54882
1959-03-21,2.30726
1959-03-22,2.44871
1959-03-23,2.00177
1959-03-24,1.27247
1959-03-25,0.706001
1959-03-26,0.531754
1959-03-27,0.705249
1959-03-28,0.60996
1959-03-29,0.465533
1959-03-30,0.638666
1959-03-31,1.06146
1959-04-01,1.1648
1959-04-02,1.13155
1959-04-03,1.43729
1959-04-04,1.33293
1959-04-05,1.14991
1959-04-06,0.69472
1959-04-07,-0.650441
1959-04-08,-1.49536
1959-04-09,-0.915832
1959-04-10,-0.663737
1959-04-11,-0.65081
1959-04-12,-0.603427
1959-04-13,-0.637775
1959-04-14,-0.842086
1959-04-15,-0.78314
1959-04-16,-0.825803
1959-04-17,-0.870305
1959-04-18,-0.567129
1959-04-19,-0.670847
1959-04-20,-1.24567
1959-04-21,-1.51881
1959-04-22,-1.43997
1959-04-23,-1.27652
1959-04-24,-0.632321
1959-04-25,0.87141
1959-04-26,1.70625
1959-04-27,2.02794
1959-04-28,1.85068
1959-04-29,1.84217
1959-04-30,1.5211
1959-05-01,0.492347
1959-05-02,-0.0590146
1959-05-03,-0.445116
1959-05-04,0.0227931
1959-05-05,0.712075
1959-05-06,0.873177
1959-05-07,0.74492
1959-05-08,1.24913
1959-05-09,1.87297
1959-05-10,1.69044
1959-05-11,0.939843
1959-05-12,-0.0459143
1959-05-13,-0.516782
1959-05-14,-0.50888
1959-05-15,-0.154736
1959-05-16,-0.134973
1959-05-17,-0.280152
1959-05-18,-0.19923
1959-05-19,-0.0587251
1959-05-20,-0.140098
1959-05-21,-0.703362
1959-05-22,-1.1084
1959-05-23,-1.00497
1959-05-24,-1.01074
1959-05-25,-1.07035
1959-05-26,-0.859117
1959-05-27,-0.69999
1959-05-28,-0.517593
1959-05-29,-0.409673
1959-05-30,-0.425092
1959-05-31,-0.224276
1959-06-01,0.080682
1959-06-02,0.557736
1959-06-03,1.09719
1959-06-04,1.1886
1959-06-05,1.22719
1959-06-06,1.12176
1959-06-07,1.23988
1959-06-08,0.877305
1959-06-09,0.357049
1959-06-10,-0.0391394
1959-06-11,-0.369495
1959-06-12,-0.646418
1959-06-13,-0.770693
1959-06-14,-0.683558
1959-06-15,-1.13202
1959-06-16,-1.4044
1959-06-17,-1.28932
1959-06-18,-1.4998
1959-06-19,-1.403
1959-06-20,-0.787448
1959-06-21,-0.358357
1959-06-22,-0.178427
1959-06-23,0.00334206
1959-06-24,0.0663546
1959-06-25,0.210908
1959-06-26,0.16435
1959-06-27,0.06329
1959-06-28,-0.0289239
1959-06-29,-0.0631744
1959-06-30,-0.02409
1959-07-01,0.236213
1959-07-02,0.623706
1959-07-03,0.802968
1959-07-04,0.926113
1959-07-05,0.72789
1959-07-06,0.464346
1959-07-07,0.142084
1959-07-08,-0.654747
1959-07-09,-0.92969
1959-07-10,-0.790473
1959-07-11,-0.0713798
1959-07-12,0.881067
1959-07-13,1.37127
1959-07-14,1.5911
1959-07-15,1.64391
1959-07-16,1.12905
1959-07-17,0.977383
1959-07-18,0.41456
1959-07-19,0.0489704
1959-07-20,0.163579
1959-07-21,0.387097
1959-07-22,0.609712
1959-07-23,0.622718
1959-07-24,0.577552
1959-07-25,0.418007
1959-07-26,-0.129295
1959-07-27,-0.32158
1959-07-28,0.0539524
1959-07-29,0.238464
1959-07-30,0.413995
1959-07-31,0.529642
1959-08-01,0.758168
1959-08-02,1.00503
1959-08-03,1.23735
1959-08-04,1.41964
1959-08-05,1.2401
1959-08-06,1.08303
1959-08-07,0.835256
1959-08-08,0.476345
1959-08-09,0.1814
1959-08-10,0.0762374
1959-08-11,0.0634987
1959-08-12,0.415968
1959-08-13,0.840417
1959-08-14,1.03294
1959-08-15,1.06673
1959-08-16,0.768366
1959-08-17,-0.0887299
1959-08-18,-0.565425
1959-08-19,-0.279019
1959-08-20,0.174928
1959-08-21,0.234295
1959-08-22,-0.166768
1959-08-23,-0.928579
1959-08-24,-1.28666
1959-08-25,-1.24467
1959-08-26,-1.11176
1959-08-27,-0.915982
1959-08-28,-0.14575
1959-08-29,0.816411
1959-08-30,0.682861
1959-08-31,0.37722
1959-09-01,0.705064
1959-09-02,0.747828
1959-09-03,1.36742
1959-09-04,1.89496
1959-09-05,2.25854
1959-09-06,2.00722
1959-09-07,1.22927
1959-09-08,0.932558
1959-09-09,1.2347
1959-09-10,0.77167
1959-09-11,0.0115291
1959-09-12,-0.0347992
1959-09-13,-0.106406
1959-09-14,-0.109136
1959-09-15,0.0119318
1959-09-16,-0.121763
1959-09-17,-0.392403
1959-09-18,-0.206127
1959-09-19,0.262503
1959-09-20,0.384972
1959-09-21,0.215974
1959-09-22,-0.0202053
1959-09-23,0.381907
1959-09-24,0.92565
1959-09-25,1.12662
1959-09-26,0.792616
1959-09-27,-0.118932
1959-09-28,-0.826919
1959-09-29,-1.40944
1959-09-30,-0.954548
1959-10-01,-0.891567
1959-10-02,-0.492847
1959-10-03,-0.614631
1959-10-04,-1.01184
1959-10-05,-1.32445
1959-10-06,-0.938641
1959-10-07,-0.34716
1959-10-08,0.0481201
1959-10-09,0.589287
1959-10-10,0.622394
1959-10-11,0.646995
1959-10-12,0.635861
1959-10-13,0.60805
1959-10-14,0.91896
1959-10-15,0.508583
1959-10-16,0.150609
1959-10-17,-0.052342
1959-10-18,-0.104489
1959-10-19,-0.0519904
1959-10-20,-0.0776078
1959-10-21,0.614228
1959-10-22,1.18607
1959-10-23,0.73742
1959-10-24,0.0678504
1959-10-25,-0.629761
1959-10-26,-0.727349
1959-10-27,-0.118722
1959-10-28,-0.19572
1959-10-29,-0.113397
1959-10-30,0.328824
1959-10-31,-0.246937
1959-11-01,-0.324677
1959-11-02,-0.340758
1959-11-03,-0.612344
1959-11-04,-0.689938
1959-11-05,-0.183746
1959-11-06,-0.0478827
1959-11-07,-0.2933
1959-11-08,-0.55383
1959-11-09,-1.00535
1959-11-10,-1.67244
1959-11-11,-2.17882
1959-11-12,-2.70991
1959-11-13,-2.46865
1959-11-14,-1.66465
1959-11-15,-1.6496
1959-11-16,-0.790561
1959-11-17,0.614588
1959-11-18,0.551545
1959-11-19,1.18892
1959-11-20,1.86142
1959-11-21,1.58585
1959-11-22,1.60503
1959-11-23,0.707919
1959-11-24,-0.224907
1959-11-25,-0.909659
1959-11-26,-1.41441
1959-11-27,-0.499512
1959-11-28,0.239783
1959-11-29,0.666302
1959-11-30,0.241577
1959-12-01,0.582438
1959-12-02,0.791505
1959-12-03,0.338928
1959-12-04,-0.15215
1959-12-05,0.0334818
1959-12-06,0.889147
1959-12-07,0.750791
1959-12-08,0.517079
1959-12-09,1.14203
1959-12-10,1.8171
1959-12-11,1.35912
1959-12-12,1.12061
1959-12-13,1.0711
1959-12-14,1.95377
1959-12-15,1.76209
1959-12-16,1.16001
1959-12-17,0.440427
1959-12-18,0.768349
1959-12-19,0.96732
1959-12-20,1.24735
1959-12-21,0.940648
1959-12-22,0.529646
1959-12-23,1.50096
1959-12-24,2.09439
1959-12-25,1.85299
1959-12-26,1.0847
1959-12-27,0.948129
1959-12-28,0.315019
1959-12-29,-0.0533682
1959-12-30,-0.822121
1959-12-31,-1.14232
1960-01-01,-1.24193
1960-01-02,-1.78946
1960-01-03,-1.49046
1960-01-04,-0.968892
1960-01-05,0.135167
1960-01-06,1.03145
1960-01-07,0.562529
1960-01-08,-0.315584
1960-01-09,0.0111376
1960-01-10,0.956205
1960-01-11,1.55492
1960-01-12,1.67726
1960-01-13,1.95958
1960-01-14,1.82014
1960-01-15,1.23844
1960-01-16,0.421817
1960-01-17,-0.0673085
1960-01-18,-1.40538
1960-01-19,-2.66466
1960-01-20,-2.76433
1960-01-21,-2.18667
1960-01-22,-1.95682
1960-01-23,-1.82522
1960-01-24,-1.96284
1960-01-25,-1.68898
1960-01-26,-1.31837
1960-01-27,-0.589216
1960-01-28,0.276799
1960-01-29,1.01275
1960-01-30,1.04475
1960-01-31,1.31038
1960-02-01,0.931337
1960-02-02,0.79828
1960-02-03,0.4465
1960-02-04,-0.0375339
1960-02-05,0.288922
1960-02-06,0.733143
